Name,URL,Price,Ratings,Reviews,Description,ASIN,Manufacturer
        American Tourister Casual Backpack       ,https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1658611206&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-17,999,4.1,"10,829","   Laptop Compatibility: No, Strap Type: Adjustable    Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW)    Number of Wheels: 0, Number of compartments: 3    Mesh Padding on back & shoulder strap to provide comfort & better back support    
",B07CJCFNZG,Samsonite
        TRUE HUMAN Anti-Theft and USB Charging Port Backpack with Combination Lock Laptop Bag (Grey)       ,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1658611206&sprefix=ba%2Caps%2C283&sr=8-18,695,3.8,868,"   Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.    Night Vision Reflective Design: night vision reflective material in the front of the bag,it would be noticed easily while you are running or bicycling at night,keeping you safe.    Inbuilt locking system    
",B09H7PK5ML,1
        Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black       ,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1658611206&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-19,749,4.2,"43,166","   Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.    High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm    Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    In the Box : 15.6-inch Backpack    Country of Origin: China    
› See more product details ",NA,NA
NA,https://www.amazon.in/DIVING-DEEP-Backpack-Polyester-Bag/dp/B08F7YYZTJ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1658611206&smid=A7G7LRDIK7CR7&sprefix=ba%2Caps%2C283&sr=8-20,391,3.3,"1,060",NA,NA,Manufacturer
"        Mokobara Backpack Pro 15.6"" Inch Laptop Backpack For Men And Women (21 litre).       ",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03747283069SL0C7RLDI&url=%2FThe-Backpack-Pro-Deep-Black%2Fdp%2FB08SW78ZXD%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611206%26smid%3DA2ZJIE4OXD710M%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26psc%3D1&qualifier=1658611206&id=6358507986646008&widgetName=sp_btf,"5,690",4.4,131,"   Crafted with superior vegan leather facia and high quality water resistant nylon fabric body.    Front compartment houses a Key holder, cardholder and a zipper pocket to secure important documents.    Padded laptop compartment that fits upto 15.6 inches of laptop or MacBook Pro upto 16 inches with with large opening for easy access.    Luggage sleeve secures to any Mokobara suitcase for a smooth ride. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)    We love our products. If anything breaks we fix or replace it for you. Your MOKOBARA comes with a 12 months warranty. Just write to us at hello@mokobara.com.To enjoy paperless warranty registration visit: mokobara.com/warranty    
",B08SW78ZXD,Mokobara
NA,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A07373073BJHZLRO95NZS&url=%2FPinklips-Shopping-American-Rapper-Backpack%2Fdp%2FB09V2LB8DR%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611206%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26psc%3D1&qualifier=1658611206&id=6358507986646008&widgetName=sp_btf,999,5.0,1,NA,NA,Manufacturer
        Mokobara The Transit Backpack Laptop Bag for Men and Women       ,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09980192KXA2PDWFYC7J&url=%2FMokobara-Transit-Backpack-Laptop-Private%2Fdp%2FB09V7G6CTW%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611208%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26psc%3D1%26smid%3DA2ZJIE4OXD710M&qualifier=1658611208&id=1283632129617377&widgetName=sp_atf,"5,590",4.3,82,"   Care Instructions: Wipe with Damp Cloth    Incredible functionality with a sleek minimalist design.    Crafted with durable, water-resistant materials and premium zippers.    Separate tech compartment with 5 pockets at the back to hold your laptop, ipad, books and chargers securely.    Fits upto 16 inches of laptop & a large tablet/ipad.    We love our products. If anything breaks we fix or replace it for you. Your MOKOBARA comes with a 12 months warranty. Just write to us at hello@mokobara.com.To enjoy paperless warranty registration visit: mokobara.com/warranty    
",B09V7G6CTW,"Designed By Mokobara Lifestyle Private Limited, Bangalore."
"        Mokobara Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)       ",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01666031UDKFT7UL670E&url=%2FMokobara-Backpack-Laptop-Pretzel-Limited%2Fdp%2FB09WVH41X9%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658611208%26smid%3DA2ZJIE4OXD710M%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26psc%3D1%26smid%3DA2ZJIE4OXD710M&qualifier=1658611208&id=1283632129617377&widgetName=sp_atf,"4,490",4.1,74,"   Head into the office, then into the gym, and finally into the weekend without missing a beat. Crafted with Vegan leather facia and water resistant nylon fabric body.    Padded laptop compartment that fits upto 15.6” laptops. Interior organisation system with pen pockets, zipper and slip pockets. Padded shoulder straps for shoulder comfort. Expandable pocket to fit a water bottle or umbrella.    Luggage sleeve secures to any Mokobara suitcase for a smooth ride. Body blended magnetic pocket for passport, boarding pass and cellphone.    Every Mokobara comes with a complimentary storage bag.    We love our products. If anything breaks we fix or replace it for you. Your MOKOBARA comes with a 12 months warranty. Just write to us at hello@mokobara.com.To enjoy paperless warranty registration visit: mokobara.com/warranty    
",B09WVH41X9,Designed By Mokobara Lifestyle Private Limited
NA,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1658611208&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-3,"1,099",4.1,"42,643",NA,NA,Manufacturer
        Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy)       ,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_omk_4?crid=2M096C61O4MLT&keywords=bags&qid=1658611208&smid=A1UVZJ9N7FK5G6&sprefix=ba%2Caps%2C283&sr=8-4,645,3.9,"11,189","   SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं    PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.    OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.    
",B085MHDJ93,Amazing Bags
NA,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1658611208&sprefix=ba%2Caps%2C283&sr=8-5,699,3.9,482,NA,NA,NA
        Dyazo 13.3 inch Laptop Bag Sleeve Sleeve Bag Cover for 13 inch Apple Mac Book Air Pro Retina 13 13.3 inch MacBook 13.3 inch and All Other laptops & Notebooks with Front Packet and Handle (Grey)       ,https://www.amazon.in/Dyazo-13-3-MacBook-laptops-Notebooks/dp/B09X643Z2W/ref=sxin_13_trfobq2a_0_B09X643Z2W?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09X643Z2W&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-1-b004551b-c118-419d-8e9d-9986d39b90c2,339,4.5,129," 
 About this item    Innovative Design: This Laptop Sleeve Is Made Of Fluffy Fleece As A Internal Material And Oxford Fabric Which Helps In Keeping Your Devices Safe And Provide All Around Protection    Laptop Sleeve With Handle : Makes It Easy To Carry Now No Worry Ever You Travelling Dyazo Laptop Sleeve Will Protect Your Laptop While You Travel ,Go To College ,Office ,Ect    The Slim Design Makes It Easy To Carry In Your Laptop With The Sleeve In Your Backpack ,Breifcase ,Bag    Designed For Most 13.3 Inch Laptops & Notebooks Maximum Fit Size And Easy To Use, Practical Design And Exquisite Workmanship.    Inner Dimension: 34cm X 25cm X 2.5cm, External Dimension: 35.5cm X 25.5cm X 3.0cm    
› See more product details ",NA,NA
"        Amazon Brand - Solimo 5-Piece Tote Diaper Bag, Green       ",https://www.amazon.in/Amazon-Brand-Solimo-5-Piece-Diaper/dp/B08FTH4GKR/ref=sxin_13_trfobq2a_1_B08FTH4GKR?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08FTH4GKR&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-2-b004551b-c118-419d-8e9d-9986d39b90c2,"1,079",4.2,51,"   5-piece tote diaper bag which includes a big and small bag, a bottle bag, changing pad which takes care of all your requirements while travelling with a child    Made using 100% polyester fabric which is sturdy and durable    Equipped with robust zipper closure for easy access and secure storage    Free from harmful chemicals such as Azo dye and formaldehyde makes it safe to store baby products    quality materials and stitching; tested in a NABL accredited lab against 72 parameters for quality, performance and safety    Ample storage capacity for storing diapers, clothes, toys, towels, baby powder, milk bottle and more    Water-resistant fabric prevents the bag from ruining in case of accidental spills    
   Padded tote-style shoulder straps for comfort and ease of carrying 1-year limited warranty against manufacturing defects Package Contents: 1 x 5-piece Tote Diaper Bag; Colour: Green   Show More  ",NA,NA
        Amazon Brand - Eden & Ivy Aw-19 Women's Sling bag       ,https://www.amazon.in/Amazon-Brand-Aw-19-Womens-Sling/dp/B07XH3TFVK/ref=sxin_13_trfobq2a_2_B07XH3TFVK?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07XH3TFVK&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=1-3-b004551b-c118-419d-8e9d-9986d39b90c2,749,4.1,187,"   Pastel sling bag    21 cm height x 26 cm length x 10 cm width    Single compartment with zipper closure and detachable sing    Trendy apple shaped handbag suited for all occasions    
",B07XH3TFVK,Amazon Brand - Eden & Ivy
"        AmazonBasics 7-Piece Bed-in-A-Bag - Full/Queen, Purple Mod Dot (Includes 1 bedsheet, 1 Comforter, 4 Pillowcases, 1 Fitted Sheet)       ",https://www.amazon.in/AmazonBasics-7-Piece-Bed-Bag-Pillowcases/dp/B00U2WG6CW/ref=sxin_13_trfobq2a_3_B00U2WG6CW?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B00U2WG6CW&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-4-b004551b-c118-419d-8e9d-9986d39b90c2,"3,429",4.6,"1,075"," 
 About this item    Includes 86 x 90 inch (218.44 cm X 228.6 cm) comforter, 90 x 102 inch (228.6 cm X 259.08 cm) bedsheet, 60 x 80 inch (152.4 cm X 203.2 cm) fitted sheet with elastic, two 20 x 26 inch (50.8 cm X 66.04 cm) decorative pillowcases and two 20 x 32 inch (50.8 cm X 81.28 cm) queen pillowcases    All pieces of set conveniently complement each other to produce a complete and stylish bedding design    Fabric is made of 100% polyester microfiber for a soft and gentle texture    Comforter filling is 100% polyester for cozy warmth    Made in OEKO-TEX Standard 100 factory, an independent certification system that ensures textiles meet high safety and environmental standards.    1 year limited warranty    For customer service and warranty related queries please contact_us: (available Monday to Saturday from 9:30 AM to 6:00 PM except national holidays)    
",NA,NA
        Murano Ascent 29 LTR Laptop Backpack for 15.6 inch Laptop and Nylon Water Resistance Backpack- Red       ,https://www.amazon.in/MURANO-Ltrs-Laptop-Backpack-9050035_D/dp/B076YDYT9K/ref=sxin_13_trfobq2a_4_B076YDYT9K?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B076YDYT9K&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-5-b004551b-c118-419d-8e9d-9986d39b90c2,"1,465",4.0,88,"   Durable Quality and Stylish Design, Designed for 18.5 inch laptops, High Quality Nylon Material    The classy and affordable bag is very comfortable to carry and is highly durable for all.    The shoulder straps are also heavily padded to feel extremely comfortable even when the bag is fully loaded    Perfect fit for carrying your laptop, it also means a stylish accessory for your daily lifestyle.    Dimension: 11.75X7X18.5 (inches) (LxWxH) in inches: Weight: 600 gm    
",B076YDYT9K,Avon Lifestyle Pvt Ltd
        AmazonBasics Slim Carry On Laptop Travel Weekender Backpack - Green       ,https://www.amazon.in/AmazonBasics-Slim-Carry-On-Backpack/dp/B079LMPPKG/ref=sxin_13_trfobq2a_5_B079LMPPKG?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B079LMPPKG&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-6-b004551b-c118-419d-8e9d-9986d39b90c2,"4,269",4.2,223,"   Slim backpack with comfortable fully vented and well-padded back panel; ideal for weekend trips; stylish Green color    Dedicated laptop sleeve and top-load, fleece-lined tablet pocket for transporting electronics    Front storage pocket keeps smaller items neatly organized and easy to access    Zippered side-mounted water-bottle pocket (there when you need it, out of the way when you don’t)    Low-profile top and side grab handles; vertical and horizontal luggage-handle pass-thru panels for convenient transport    
",B079LMPPKG,AmazonBasics
"        AmazonBasics Bed-in-a-Bag - Soft, Easy-Wash Microfiber - 8-Piece Full/Queen, Navy Nautical Knot       ",https://www.amazon.in/AmazonBasics-8-Piece-Bed-Bag-Microfiber/dp/B07K6L8ZLK/ref=sxin_13_trfobq2a_6_B07K6L8ZLK?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07K6L8ZLK&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-7-b004551b-c118-419d-8e9d-9986d39b90c2,"3,589",4.4,163," 
 About this item    Includes 90 x 90 inch comforter, 90 x 102 inch flat sheet, 60 x 80 inch fitted sheet, 2x 20 x 26 inch shams, 2x 20 x 30 inch pillowcases and 1x 60 x 80 x 16 inch bedskirt    All pieces of set conveniently complement each other to produce a complete and stylish bedding design    Fabric is made of 100% polyester microfiber for a soft and gentle texture    Comforter filling is 100% polyester for cozy warmth    Made in OEKO-TEX Standard 100 factory, an independent certification system that ensures textiles meet high safety and environmental standards.    
",NA,NA
NA,https://www.amazon.in/MURANO-Black-Laptop-Backpack-9050036_A/dp/B077D7DXBC/ref=sxin_13_trfobq2a_7_B077D7DXBC?content-id=amzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868%3Aamzn1.sym.44400834-8e6b-47a8-9801-f597f2a98868&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B077D7DXBC&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=GjRZV&pd_rd_wg=uEz7P&pf_rd_p=44400834-8e6b-47a8-9801-f597f2a98868&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-8-b004551b-c118-419d-8e9d-9986d39b90c2,"1,470",4.1,75,NA,NA,Manufacturer
        Miraggio Genevieve Quilted Women's Crossbody bag       ,https://www.amazon.in/Miraggio-Genevieve-Quilted-Womens-Crossbody/dp/B09H558YGP/ref=sxin_14?asc_contentid=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d%3Aamzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&creativeASIN=B09H558YGP&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=bags&linkCode=oas&pd_rd_i=B09H558YGP&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=oud71&pd_rd_wg=uEz7P&pf_rd_p=5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-1-7188e7bb-a7a6-440c-95b3-a03604035cdc&tag=ndtvswirlsterosp-21,"3,199",4.5,10,"   Detachable & adjustable shoulder strap    Detachable top handle    1 zip pocket    Fancy clasp lock closure    
",B09H558YGP,NA
        Lino Perros Womens Synthetic Leather       ,https://www.amazon.in/Lino-Perros-Womens-Synthetic-Leather/dp/B08M425CLH/ref=sxin_14?asc_contentid=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d%3Aamzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&creativeASIN=B08M425CLH&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=bags&linkCode=oas&pd_rd_i=B08M425CLH&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=oud71&pd_rd_wg=uEz7P&pf_rd_p=5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-2-7188e7bb-a7a6-440c-95b3-a03604035cdc&tag=ndtvswirlsterosp-21,898,4.4,168,"   Handbag    Sling    Blue    Casual    
",B08M425CLH,"Sumitsu Apparel Pvt. Ltd. Plot no.324 Udyog Vihar, Phase-IV, Gurgaon, Haryana"
        sugarcrush Women's Clutch (multidimension_Multicolored)       ,https://www.amazon.in/sugarcrush-Womens-Multicolour-Clutch-Detachable/dp/B07C319T8K/ref=sxin_14?asc_contentid=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d%3Aamzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&creativeASIN=B07C319T8K&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=bags&linkCode=oas&pd_rd_i=B07C319T8K&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=oud71&pd_rd_wg=uEz7P&pf_rd_p=5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&sprefix=ba%2Caps%2C283&sr=1-3-7188e7bb-a7a6-440c-95b3-a03604035cdc&tag=ndtvswirlsterosp-21,809,4.1,444,"   Dimensions: 16H x 16L x 6W cm    Closure Type: Button    Care Instructions: Wipe With A Clean Damp Cloth Do Not Use Machine    Outer Material Type: Satin    
",B07C319T8K,sugacrush
NA,https://www.amazon.in/Envias-Leatherette-Womens-Ladies-Green_EVS-122/dp/B08X67XD78/ref=sxin_14?asc_contentid=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d%3Aamzn1.sym.5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&creativeASIN=B08X67XD78&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.069164df-eb7f-4fa4-9ee2-375bd72db86b.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-earns-comm&keywords=bags&linkCode=oas&pd_rd_i=B08X67XD78&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=oud71&pd_rd_wg=uEz7P&pf_rd_p=5f0ba99d-2991-4ecb-ae3e-35a7ecd2eb9d&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&smid=A2J0EVES3HXP0T&sprefix=ba%2Caps%2C283&sr=1-4-7188e7bb-a7a6-440c-95b3-a03604035cdc&tag=ndtvswirlsterosp-21,417,4.0,"1,459",NA,NA,Manufacturer
        Genie Flamenco2 Casual Backpacks for Women       ,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YF9VHTY&pd_rd_r=f47d217a-210e-4d35-a6b5-fd88cbf946cb&pd_rd_w=d2ckt&pd_rd_wg=uEz7P&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=EH72XVYG8FPHS5KMJ565&qid=1658611208&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-1-b8003e8c-7dbe-4d7b-b373-a406a41b9947,649,4.5,753,"   Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 13 liters, Weight: 355 g, Dimensions: 29 x 35.5 x 13 cm Warranty: 12 months    Spacious compartment with Tablet sleeves: To have entertainment & work, on the Go! One side pocket: For holding water bottle, clipping pens or pencil or storing other items. Easily accessible front pocket: To keep all your essentials such as wallet, ticket, cosmetics.    Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!    Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.    Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.    
",B08YF9VHTY,Safari
